Sales_ID,Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,City_Name,State_Name,Region_Code,Region
33,Mahindra TUV 300 T6 Plus,2019,875000,25000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,18,1493,100,7,Indore,Madhya Pradesh,R1,Central
34,Hyundai i20 Sportz 1.4 CRDi,2012,335000,135000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,21,1396,88,5,Indore,Madhya Pradesh,R1,Central
35,Hyundai Grand i10 1.2 Kappa Magna AT,2018,531000,20000,CT22,ST14,452003,Petrol,Individual,Automatic,First Owner,18,1197,81,5,Indore,Madhya Pradesh,R1,Central
36,Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,565000,80000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,18,1196,86,5,Indore,Madhya Pradesh,R1,Central
37,Mahindra TUV 300 Plus P4 BSIV,2018,600000,70000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,18,2179,120,9,Indore,Madhya Pradesh,R1,Central
38,Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,70000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,15,2523,63,9,Indore,Madhya Pradesh,R1,Central
39,Maruti Zen LXI,2006,120000,141000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,17,993,60,5,Indore,Madhya Pradesh,R1,Central
40,Maruti Ritz VDi,2012,300000,70000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,23,1248,73,5,Indore,Madhya Pradesh,R1,Central
41,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,180000,120000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,18,1248,75,5,Indore,Madhya Pradesh,R1,Central
42,Tata Indigo LS BSII,2006,100000,120000,CT22,ST14,452003,Diesel,Individual,Manual,Third Owner,16,1405,70,5,Indore,Madhya Pradesh,R1,Central
43,Mahindra XUV500 W8 2WD,2013,900000,85036,CT22,ST14,452003,Diesel,Dealer,Manual,Second Owner,15,2179,140,7,Indore,Madhya Pradesh,R1,Central
44,Honda Mobilio S i DTEC,2016,450000,100000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,24,1498,98,7,Indore,Madhya Pradesh,R1,Central
45,BMW X4 M Sport X xDrive20d,2019,5500000,8500,CT22,ST14,452003,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,Indore,Madhya Pradesh,R1,Central
46,Tata Safari Storme EX,2015,503000,110000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,14,2179,147,7,Indore,Madhya Pradesh,R1,Central
47,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,CT22,ST14,452003,Diesel,Trustmark Dealer,Manual,Second Owner,12,2494,100,7,Indore,Madhya Pradesh,R1,Central
48,BMW X4 M Sport X xDrive20d,2019,5400000,7500,CT22,ST14,452003,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,Indore,Madhya Pradesh,R1,Central
49,Mahindra TUV 300 T8,2016,750000,71000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,18,1493,100,7,Indore,Madhya Pradesh,R1,Central
50,Mahindra Bolero 2011-2019 ZLX,2012,450000,165000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,15,2523,62,7,Indore,Madhya Pradesh,R1,Central
51,Renault KWID RXT Optional,2019,395000,10000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,25,799,53,5,Indore,Madhya Pradesh,R1,Central
52,Hyundai Xcent 1.2 VTVT SX,2019,570000,15000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,20,1197,81,5,Indore,Madhya Pradesh,R1,Central
53,Hyundai Verna 1.4 VTVT,2015,465000,50000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,17,1396,105,5,Indore,Madhya Pradesh,R1,Central
54,Hyundai i20 1.4 CRDi Magna,2017,675000,25471,CT22,ST14,452003,Diesel,Dealer,Manual,First Owner,21,1396,90,5,Indore,Madhya Pradesh,R1,Central
55,Mahindra XUV500 W7,2020,830000,120000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,15,2179,152,7,Indore,Madhya Pradesh,R1,Central
56,Renault Duster 85PS Diesel RxE,2016,515000,40000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,19,1461,83,5,Indore,Madhya Pradesh,R1,Central
57,Maruti Wagon R VXI BS IV,2011,220000,40000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,18,998,67,5,Indore,Madhya Pradesh,R1,Central
58,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,63000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,22,1498,98,5,Indore,Madhya Pradesh,R1,Central
59,Tata Tiago 1.05 Revotorq XE,2017,325000,120000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,27,1047,69,5,Indore,Madhya Pradesh,R1,Central
60,Renault KWID RXT,2015,290000,15200,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,25,799,53,5,Indore,Madhya Pradesh,R1,Central
61,Ford Figo Diesel Titanium,2011,225000,90000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,20,1399,68,5,Indore,Madhya Pradesh,R1,Central
62,Hyundai i20 1.2 Spotz,2017,645000,20000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,18,1197,81,5,Indore,Madhya Pradesh,R1,Central
63,Volkswagen Polo Petrol Comfortline 1.2L,2013,350000,50000,CT22,ST14,452003,Petrol,Individual,Manual,Fourth & Above Owner,16,1198,73,5,Indore,Madhya Pradesh,R1,Central
64,Maruti Omni E MPI STD BS IV,2018,260000,30000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,16,796,34,8,Indore,Madhya Pradesh,R1,Central
65,Ford Ecosport 1.5 Petrol Ambiente,2018,640000,6001,CT22,ST14,452003,Petrol,Dealer,Manual,First Owner,15,1496,120,5,Indore,Madhya Pradesh,R1,Central
66,Renault Duster 85PS Diesel RxL Optional,2013,585000,80000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,20,1461,83,5,Indore,Madhya Pradesh,R1,Central
67,Renault KWID 1.0 RXT Optional,2018,409999,35000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,23,999,67,5,Indore,Madhya Pradesh,R1,Central
68,Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,2000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,15,2523,63,9,Indore,Madhya Pradesh,R1,Central
69,Maruti Vitara Brezza ZDi,2018,950000,58511,CT22,ST14,452003,Diesel,Dealer,Manual,First Owner,24,1248,88,5,Indore,Madhya Pradesh,R1,Central
70,Jeep Compass 2.0 Longitude Option BSIV,2017,1689999,60000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,17,1956,170,5,Indore,Madhya Pradesh,R1,Central
71,Maruti Swift Dzire VDI,2019,750000,24000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,28,1248,74,5,Indore,Madhya Pradesh,R1,Central
72,Maruti Celerio VXI,2016,351000,60000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,23,998,67,5,Indore,Madhya Pradesh,R1,Central
73,Chevrolet Optra Magnum 2.0 LT BS3,2008,225000,120000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,16,1991,123,5,Indore,Madhya Pradesh,R1,Central
74,Maruti Ciaz VDi Plus SHVS,2016,640000,40000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,28,1248,88,5,Indore,Madhya Pradesh,R1,Central
75,Maruti 800 AC,2006,120000,40000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,16,796,37,4,Indore,Madhya Pradesh,R1,Central
76,Hyundai i20 1.2 Sportz,2012,350000,35000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,17,1197,80,5,Indore,Madhya Pradesh,R1,Central
77,Hyundai Elantra SX,2013,550000,50000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,16,1797,147,5,Indore,Madhya Pradesh,R1,Central
78,Honda City 2017-2020 GXi,2006,270000,70000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,17,1497,78,5,Indore,Madhya Pradesh,R1,Central
80,Hyundai Creta 1.6 CRDi SX,2015,978999,90000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,19,1582,126,5,Indore,Madhya Pradesh,R1,Central
81,Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,CT22,ST14,452003,CNG,Individual,Manual,Second Owner,21,1196,61,5,Indore,Madhya Pradesh,R1,Central
82,Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,15,1586,103,5,Indore,Madhya Pradesh,R1,Central
83,Tata Xenon XT EX 4X4,2015,600000,60000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,13,2179,138,5,Indore,Madhya Pradesh,R1,Central
84,Maruti Vitara Brezza VDi Option,2016,700000,86000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,24,1248,88,5,Indore,Madhya Pradesh,R1,Central
85,Hyundai Grand i10 Sportz,2015,511000,30000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,18,1197,82,5,Indore,Madhya Pradesh,R1,Central
86,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,CT22,ST14,452003,Petrol,Dealer,Automatic,First Owner,14,1598,103,5,Indore,Madhya Pradesh,R1,Central
87,Maruti Celerio ZXI AT,2016,350000,17000,CT22,ST14,452003,Petrol,Individual,Automatic,First Owner,23,998,67,5,Indore,Madhya Pradesh,R1,Central
89,Maruti Swift AMT VVT VXI,2019,650000,5621,CT22,ST14,452003,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81,5,Indore,Madhya Pradesh,R1,Central
90,Hyundai Grand i10 Asta Option,2016,450000,40000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,18,1197,82,5,Indore,Madhya Pradesh,R1,Central
91,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,465000,210000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,12,2494,102,8,Indore,Madhya Pradesh,R1,Central
92,Hyundai i20 2015-2017 Sportz 1.2,2017,440000,50000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,18,1197,81,5,Indore,Madhya Pradesh,R1,Central
93,Maruti Zen Estilo LXI Green (CNG),2011,200000,80000,CT22,ST14,452003,CNG,Individual,Manual,First Owner,26,998,67,5,Indore,Madhya Pradesh,R1,Central
94,Maruti Ertiga SHVS ZDI Plus,2016,711000,120000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,24,1248,88,7,Indore,Madhya Pradesh,R1,Central
95,Hyundai i10 Magna 1.1L,2014,300000,100000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,19,1086,68,5,Indore,Madhya Pradesh,R1,Central
96,Mahindra Xylo E8 ABS Airbag BSIV,2012,700000,50000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,12,2498,112,8,Indore,Madhya Pradesh,R1,Central
97,Maruti Ciaz ZDi Plus SHVS,2016,650000,81000,CT22,ST14,452003,Diesel,Dealer,Manual,Second Owner,28,1248,88,5,Indore,Madhya Pradesh,R1,Central
98,Maruti Ritz VXI,2010,320000,60000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,21,1197,85,5,Indore,Madhya Pradesh,R1,Central
99,Honda BR-V i-VTEC S MT,2017,700000,43000,CT22,ST14,452003,Petrol,Dealer,Manual,First Owner,15,1497,117,7,Indore,Madhya Pradesh,R1,Central
100,Hyundai EON 1.0 Kappa Magna Plus,2014,220000,10000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,20,998,68,5,Indore,Madhya Pradesh,R1,Central
101,Hyundai i10 Magna 1.2 iTech SE,2010,180000,120000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,20,1197,78,5,Indore,Madhya Pradesh,R1,Central
102,Maruti Wagon R LX Minor,2007,85000,100000,CT22,ST14,452003,Petrol,Individual,Manual,Third Owner,18,1061,67,5,Indore,Madhya Pradesh,R1,Central
103,Maruti Swift Dzire ZDI,2018,740000,50000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,28,1248,74,5,Indore,Madhya Pradesh,R1,Central
104,Maruti Wagon R VXI Optional,2015,320000,60000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,20,998,67,5,Indore,Madhya Pradesh,R1,Central
105,Hyundai Elite i20 Sportz Plus BSIV,2019,693000,4000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,18,1197,81,5,Indore,Madhya Pradesh,R1,Central
106,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,CT22,ST14,452003,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88,5,Indore,Madhya Pradesh,R1,Central
107,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,325000,178000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,15,2523,63,9,Indore,Madhya Pradesh,R1,Central
108,Mahindra XUV500 W9 2WD,2018,1350000,40000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,16,2179,138,7,Indore,Madhya Pradesh,R1,Central
109,Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,CT22,ST14,452003,Petrol,Dealer,Automatic,First Owner,14,1798,138,5,Indore,Madhya Pradesh,R1,Central
110,Mahindra XUV500 W8 2WD,2014,850000,60000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,15,2179,140,7,Indore,Madhya Pradesh,R1,Central
111,Mahindra KUV 100 mFALCON D75 K8,2016,350000,49600,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,25,1198,77,6,Indore,Madhya Pradesh,R1,Central
112,Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CT22,ST14,452003,CNG,Individual,Manual,First Owner,21,1196,61,5,Indore,Madhya Pradesh,R1,Central
113,Honda Jazz 1.2 V i VTEC,2016,500000,41000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,18,1199,88,5,Indore,Madhya Pradesh,R1,Central
114,Toyota Etios G Safety,2011,300000,72000,CT22,ST14,452003,Petrol,Dealer,Manual,First Owner,17,1496,88,5,Indore,Madhya Pradesh,R1,Central
115,Maruti Vitara Brezza ZDi,2017,813000,110000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,24,1248,88,5,Indore,Madhya Pradesh,R1,Central
116,Hyundai i10 Sportz Option,2009,199000,70000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,20,1197,78,5,Indore,Madhya Pradesh,R1,Central
117,Honda Amaze S AT i-Vtech,2015,450000,45000,CT22,ST14,452003,Petrol,Individual,Automatic,First Owner,15,1198,86,5,Indore,Madhya Pradesh,R1,Central
118,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,CT22,ST14,452003,Diesel,Individual,Automatic,First Owner,18,1969,190,5,Indore,Madhya Pradesh,R1,Central
119,Hyundai Getz 1.1 GVS,2008,155000,60000,CT22,ST14,452003,Petrol,Individual,Manual,Third Owner,15,1086,66,5,Indore,Madhya Pradesh,R1,Central
121,Maruti Alto 800 VXI,2020,250999,30000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,22,796,47,5,Indore,Madhya Pradesh,R1,Central
122,Tata Nano XE,2017,66000,70000,CT22,ST14,452003,Petrol,Individual,Manual,Third Owner,23,624,37,4,Indore,Madhya Pradesh,R1,Central
123,Maruti Ertiga VDI,2012,459999,87000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,20,1248,88,7,Indore,Madhya Pradesh,R1,Central
124,Maruti 800 AC,2008,65000,40000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,16,796,37,4,Indore,Madhya Pradesh,R1,Central
125,Volkswagen Polo Diesel Highline 1.2L,2012,300000,60300,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,22,1199,73,5,Indore,Madhya Pradesh,R1,Central
126,Maruti Swift Dzire VXI,2014,480000,72000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,19,1197,85,5,Indore,Madhya Pradesh,R1,Central
127,Mahindra Marazzo M8,2019,1460000,5000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,17,1497,121,7,Indore,Madhya Pradesh,R1,Central
128,Maruti Swift Dzire ZXI,2017,650000,70000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,20,1197,83,5,Indore,Madhya Pradesh,R1,Central
129,Daewoo Matiz SD,2001,45000,137000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,18,796,53,5,Indore,Madhya Pradesh,R1,Central
130,Tata Indica V2 DLS,2007,70000,110000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,17,1396,53,5,Indore,Madhya Pradesh,R1,Central
131,Tata Indigo CR4,2012,200000,230000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,23,1396,70,5,Indore,Madhya Pradesh,R1,Central
132,Maruti Ignis 1.3 AMT Zeta,2017,625000,37000,CT22,ST14,452003,Diesel,Individual,Automatic,First Owner,26,1248,74,5,Indore,Madhya Pradesh,R1,Central
133,Kia Seltos HTX Plus AT D,2020,1900000,5000,CT22,ST14,452003,Diesel,Dealer,Automatic,First Owner,17,1493,113,5,Indore,Madhya Pradesh,R1,Central
134,Ford Ikon 1.4 TDCi DuraTorq,2009,160000,115000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,13,1399,68,5,Indore,Madhya Pradesh,R1,Central
135,Maruti Baleno Alpha 1.3,2018,740000,38817,CT22,ST14,452003,Diesel,Dealer,Manual,First Owner,27,1248,74,5,Indore,Madhya Pradesh,R1,Central
136,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,CT22,ST14,452003,Diesel,Dealer,Automatic,First Owner,13,1999,177,5,Indore,Madhya Pradesh,R1,Central
137,Volvo V40 D3 R-Design,2018,2475000,2000,CT22,ST14,452003,Diesel,Dealer,Automatic,First Owner,16,1984,150,5,Indore,Madhya Pradesh,R1,Central
138,Ford Figo Titanium Diesel,2013,325000,158000,CT22,ST14,452003,Diesel,Dealer,Manual,First Owner,24,1499,98,5,Indore,Madhya Pradesh,R1,Central
140,Maruti Swift Dzire VDI,2013,550000,56000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,23,1248,74,5,Indore,Madhya Pradesh,R1,Central
141,Mahindra Scorpio EX,2014,650000,50000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,14,2523,75,8,Indore,Madhya Pradesh,R1,Central
142,Honda City 1.5 S Inspire,2010,350000,120000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,17,1497,118,5,Indore,Madhya Pradesh,R1,Central
143,Hyundai i10 Magna LPG,2012,300000,60000,CT22,ST14,452003,LPG,Individual,Manual,First Owner,19,1086,68,5,Indore,Madhya Pradesh,R1,Central
144,Hyundai Santro Xing GLS,2012,300000,40000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,17,1086,62,5,Indore,Madhya Pradesh,R1,Central
145,Maruti Ertiga VDI,2015,700000,120000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,20,1248,88,7,Indore,Madhya Pradesh,R1,Central
146,Maruti Swift Dzire VDI,2015,550000,50000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,26,1248,74,5,Indore,Madhya Pradesh,R1,Central
147,Volkswagen Vento Diesel Highline,2013,350000,100000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,20,1598,103,5,Indore,Madhya Pradesh,R1,Central
148,Mahindra Bolero 2011-2019 ZLX BSIII,2013,525000,80000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,15,2523,62,7,Indore,Madhya Pradesh,R1,Central
149,Maruti SX4 Zxi BSIII,2009,200000,110000,CT22,ST14,452003,Petrol,Individual,Manual,Third Owner,15,1586,104,5,Indore,Madhya Pradesh,R1,Central
150,Maruti Ritz LXI,2011,215000,40000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,21,1197,85,5,Indore,Madhya Pradesh,R1,Central
151,Maruti Vitara Brezza VDi Option,2017,760000,50000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,24,1248,88,5,Indore,Madhya Pradesh,R1,Central
152,Ford Endeavour 2.5L 4X2,2011,850000,298000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,13,2499,141,7,Indore,Madhya Pradesh,R1,Central
153,Maruti Swift Dzire VDi,2010,310000,120000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,19,1248,73,5,Indore,Madhya Pradesh,R1,Central
154,Toyota Fortuner 4x4 MT,2015,2000000,20000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,12,2982,168,7,Indore,Madhya Pradesh,R1,Central
155,Maruti Ertiga SHVS ZDI,2016,780000,50000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,24,1248,88,7,Indore,Madhya Pradesh,R1,Central
156,Maruti Eeco 7 Seater Standard BSIV,2015,300000,35000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,15,1196,73,7,Indore,Madhya Pradesh,R1,Central
157,Maruti Swift Dzire AMT ZDI Plus,2017,875000,30000,CT22,ST14,452003,Diesel,Dealer,Automatic,First Owner,28,1248,74,5,Indore,Madhya Pradesh,R1,Central
158,Toyota Etios VX,2017,625000,25538,CT22,ST14,452003,Petrol,Trustmark Dealer,Manual,First Owner,16,1496,88,5,Indore,Madhya Pradesh,R1,Central
159,Maruti Swift Dzire VDI,2014,580000,120000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,23,1248,74,5,Indore,Madhya Pradesh,R1,Central
160,Mahindra Bolero 2011-2019 SLX,2014,465000,80000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,15,2523,62,7,Indore,Madhya Pradesh,R1,Central
161,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,1850000,60000,CT22,ST14,452003,Diesel,Individual,Automatic,Second Owner,13,2143,201,5,Indore,Madhya Pradesh,R1,Central
162,Mahindra Bolero SLX,2011,340000,100000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,13,2523,63,7,Indore,Madhya Pradesh,R1,Central
163,Hyundai i20 Sportz Option 1.2,2014,400000,147000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,18,1197,81,5,Indore,Madhya Pradesh,R1,Central
